"genus_root","taxon_name","original_text","text","life_history_a","life_history_f","parasitic_a","parasitic_f","plant_growth_form_a","plant_growth_form_f","plant_growth_substrate_a","plant_growth_substrate_f","sex_type_a","sex_type_f","stem_growth_habit_a","stem_growth_habit_f","woodiness_a","woodiness_f","source"
"Raphanus","Raphanus raphanistrum","Description: Annual herbs, slender, erect, simple or branched, 15-50 (rarely to 150) cm tall, scabrous with spreading or reflexed bristles; lower leaves lyrate-pinnatifid, 15-20 cm long; upper leaves reducing.Sepals erect, 5-10 mm long; petals 12-20 mm long, white or yellow, usually dark-veined.Siliqua 2-9 cm long; 3-4 (rarely to 6)mm wide; beak slender-conical, 10-30 mm long; valves constricted between the 3-8 seeds, ribbed, articulating at the constrictions; seeds globose, 1.5-4 mm wide."," annual herbs, slender, erect, simple or branched, 15-50 (rarely to 150) cm tall, scabrous with spreading or reflexed bristles; ","annual","annual","","","herb","herbs","","","","","erect spreading","erect spreading","herbaceous","inferred_from_growth_form","SA_flora"
"Raphanus","Raphanus raphanistrum","Annual. Root wiry or stout. Stems erect, 15-50(-150) cm high, bristly. Sepals 5-10 mm long, erect; petals 12-20 mm long, yellow or white. Fruit erect, 2-9 cm long (including beak), 3-4(-6) mm wide; valves firm, constricted between seeds, readily breaking into ribbed, bony, 1-seeded units; beak narrowly conical, 10-30 mm long; pedicel 10-25 mm long; seeds usually 1-12, 1-4 mm long, light brown."," annual. root wiry or stout. ","annual","annual","","","herb","inferred_from_genus","","","","","","","herbaceous","inferred_from_growth_form","VIC_flora"
"Rhamnus","Rhamnus alaternus","Shrub 1.5-3 m high, sparsely simple-pubescent on young growth. Leaves alternate, glabrous; lamina elliptic to broadly ovate, (15-) 30-50 (-75) mm long, (10-) 15-25 (-40) mm wide, base cuneate or obtuse, margin serrulate, apex acute; petiole (3-) 7-12 mm long; stipules narrowly triangular, 1-1.2 mm long. Inflorescences stout, axillary pseudoracemes with pubescent axes and persistent, triangular bracts, with numerous male flowers and a few bisexual ones at the apex. Pedicels 0.5-1.5 mm long. Hypanthium 1.5-2 mm diam., glabrous. Sepals spreading or recurved, 1.2-1.8 mm long. Petals absent. Stamens (in males) erect, 1.3-1.5 mm long. Carpels 3 (or 4); style 1.4-1.7 mm long. Fruit obovoid to globular, 4-5 mm long."," shrub 1.5-3 m high. ","perennial","inferred_from_family","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","Flora_of_Australia"
"Rhamnus","Rhamnus alaternus","General Biology. Growth form. Shrub/Small tree. Reproduction. Seed. Dispersal. Birds, possums, other mammals. Time to first flowering. 2 years. Vegetative regeneration strategy. Resprouts from base, can produce root suckers. Seedbank persistence. Soil, long, 5+ years. Fire response. Resprouts following fire."," general biology. growth form. shrub/small tree. reproduction. seed. dispersal. birds, possums, other mammals. ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","","","woody","inferred_from_growth_form","Florabase_long"
"Rhamnus","Rhamnus alaternus","Erect shrub or tree, 1-6 m high. Fl. green, Jun to Nov. Sandy & loamy soils. Along rivers & creeks, flats."," erect shrub or tree, 1-6 m high. ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","erect","erect","woody","inferred_from_growth_form","Florabase_short"
"Rhamnus","Rhamnus alaternus","Description: Spreading evergreen tall shrub, glabrous. Leaves ovate to elliptic, 2.5-4 cm long, 1-2.5 cm wide, margins regularly toothed, both surfaces glabrous, domatia often present in the first and second lateral veins on the lower surface; upper surface glossy: petiole 2-8 mm long. Inflorescences axillary, 5-10 mm long. Flowers < 3 mm long, greenish. Fruit globose, 3-5 mm diam., red at first, maturing blue-black, usually containing 3 nutlets."," spreading evergreen tall shrub, glabrous. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","monoecious","inferred_from_genus","spreading","spreading","woody","inferred_from_growth_form","PlantNET_flora"
"Rhamnus","Rhamnus alaternus","Description: Shrubs or trees to 5 m high; leaves lanceolate or ovate- to broad-elliptic, acute, leathery, dark-green above, paler below, serrate, 2-7.5 x 0.5-4, petioles 3-12 mm long.Inflorescences with many male flowers and a few bisexual at the apex, 1-2 cm long; pedicels 1-2 mm long, to c. 3 mm long in fruit; flowers pale-green; floral tube c. 2 mm long, cup-shaped, persistent; sepals 5; ovary usually 3-celledFruits at first red, turning black or brown, obovoid-globose, grooved between the cells, apically impressed, c. 5 mm long."," shrubs or trees to 5 m high; ","perennial","inferred_from_growth_form","","","shrub tree","shrubs trees","","","","","","","woody","inferred_from_growth_form","SA_flora"
"Rhamnus","Rhamnus alaternus","Shrub 1.5-3 m high; young shoots shortly simple-pubescent. Leaves alternate (rarely subopposite), ovate, elliptic or obovate, 20-70 mm long, 12-35 mm wide, acute to obtuse, margins regularly toothed to irregularly toothed only in upper half; stipules subulate, 1-1.5 mm long. Inflorescence of axillary (and sometimes terminal) racemes, often branched, 1-2.5 cm long, axis thickish, minutely yellow-pubescent; bracts triangular, c. 1 mm long, finally deciduous. Flowers yellow-green, glabrous, male and/or bisexual within the same inflorescence; pedicels subequal to bracts; hypanthium conical, c. 2 mm long; sepals spreading to recurved, c. 1.5 mm long; petals absent; stamens erect, subequal to sepals; ovary glabrous, style not or barely exceeding hypanthium. Drupes obovoid to globular, c. 5 mm long, initially red, ripening black. Flowers May-Oct."," shrub 1.5-3 m high; ","perennial","inferred_from_family","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","VIC_flora"
"Richardia","Richardia stellaris","Description: Mostly prostrate, perennial herb; stems to 15 cm long, glabrous to hirsute. Leaves narrow-ovate to ovate, 0.7-2.5 cm long, 2-5 mm wide, apex acuminate, lamina hirsute to ± glabrous; sessile. Inflorescence few to many-flowered. Involucral bracts 4, narrow-ovate. Calyx 4- or 5-lobed, lobes spreading, narrow, margins ciliate. Corolla white, 4-lobed, tube 2-4 mm long. Cleistogamous flowers often present, smaller, remaining in bud on developing mericarps. Mericarps usually 4, 1.7-2 mm long, glabrous or sparsely scabrous, smooth, adaxial face with a slight ridge in middle."," mostly prostrate, perennial herb; ","perennial","perennial","","","herb","herb","","","","","prostrate","prostrate","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Ricinus","Ricinus communis","General Biology. Growth form. Shrub/Small tree. Reproduction. Seed. Dispersal. Water, ants, explosive action, garden refuse. Time to first flowering. <1 year. Toxicity. Seeds are poisonous to humans and livestock. Vegetative regeneration strategy. Resprouts. Woody structure. Soft. Seedbank persistence. Soil, medium-long, 1-10 years. Fire response. Fire triggers germination of the soil seed bank."," general biology. growth form. shrub/small tree. reproduction. seed. dispersal. water, ants, explosive action, garden refuse. ","perennial","inferred_from_growth_form","","","shrub tree","shrub tree","","","","","","","woody","inferred_from_growth_form","Florabase_long"
"Ricinus","Ricinus communis","Shrub, to 5 m high. Fl. cream-yellow/red, mainly Jun to Sep. Waste grounds."," shrub, to 5 m high. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","Florabase_short"
"Ricinus","Ricinus communis","A very distinctive soft shrub to 6 m high with large palmately lobed leaves. The leaves are petiolate, alternate, 120-320 mm long and wide, glabrous, and lobes have marginal teeth. Stipules are present and form a complete or almost complete sheath around the stem. Male and female flowers occur on the same plant and both have perianth parts that are all alike. The male flowers have numerous stamens. The fruit are very distinctive, being red capsules covered with rigid bristles."," a very distinctive soft shrub to 6 m high with large palmately lobed leaves. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","NT_Flora"
"Ricinus","Ricinus communis","Description: Tall shrub, herbaceous or stem woody and tree-like. Leaves peltate; lamina 10-40 cm long, palmately 7-9-lobed, margins toothed; petiole c. twice as long as lamina; stipules absent. Panicles erect to c. 15 cm long; pedicels to 10 mm long. Perianth segments ovate, 6-8 mm long. Capsule ovoid, 3-lobed, c. 15 mm diam., spiny; seeds smooth, mottled grey and white."," tall shrub, herbaceous or stem woody and treelike. ","perennial","inferred_from_growth_form","","","shrub palmoid","shrub treelike","","","monoecious","inferred_from_genus","","","woody","inferred_from_growth_form","PlantNET_flora"
"Ricinus","Ricinus communis","Description: Annual herb or tall branching shrub to 4 m high, glabrous; leaves large, orbicular, up to 60 cm, on petioles 10-30 cm long, palmately divided into 7-9 lobes, lobes lanceolate to ovate-lanceolate, acuminate, irregularly dentate; monoecious.Flowers in erect loose panicles on thick peduncles to 20 cm long (in S.Aust.); male flowers on pedicels to 10 mm long, several, calyx segments ovate-lanceolate, c. 5 mm long; stamens numerous, to 1000, filaments filiform, anthers 2-celled, globular, c. 0.5 mm long, dehiscing longitudinally, yellow, after anthesis the whole male flower caducous; female flowers with a cleft spathe-like calyx at anthesis, on a filiform pedicel to 5 mm long in fruit extending to 30-50 mm; calyx segments ovate-lanceolate, c. 5 mm long, free, persistent; ovary red, styles 3, usually 2-cleft; ovary and fruit covered with soft spine-like structures.Capsule ovoid, 8-20 x 10-20 mm, with long conical projections or smooth; seed sub-globular, 9-17 mm, flattened, smooth, shiny, reddish-brown to blackish, marked in various shades of white, grey or brown."," annual herb or tall branching shrub to 4 m high, glabrous; ","annual","annual","","","herb shrub","herb shrub","","","","","","","","","SA_flora"
"Ricinus","Ricinus communis","Annual herb to perennial shrub or tree, to c. 12 m high, glabrous. Leaves orbicular, mostly 10-40 cm long and wide, palmately 7-9-lobed; lobes lanceolate to ovate-lanceolate, acuminate, margins irregularly dentate; petiole 10-30 cm long. Panicles erect, to c. 15 cm long, loose; peduncles to 20 cm long; pedicels to 10 mm long, those of female flowers elongating in fruit. Sepals ovate, 6-8 mm long. Capsule ovoid, 8-20 mm long, 10-20 mm wide, 3-lobed, spiny; seeds subglobose, 9-17 mm diam., somewhat flattened, smooth, shiny, variously marked and coloured, toxic. Flowers mainly summer."," annual herb to perennial shrub or tree, to circa 12 m high, glabrous. ","annual perennial","annual perennial","","","herb shrub tree","herb shrub tree","","","monoecious","inferred_from_genus","","","","","VIC_flora"
"Romulea","Romulea rosea","General Biology. Growth form. Geophyte. Life form. Annually renewed corm. Reproduction. Seed. Time to first flowering. 2 years. Seedbank persistence. Medium, 1-5 years. Fire response. Generally survives fire. Notes. Known to be toxic to some stock. Additional information. Origin. Southern Africa. Suggested method of management and control. Spot spray metsulfuron methyl 0.2 g/15 L + PulseÂ® or 2.5-5 g/ha + PulseÂ® . Apply just on flowering at corm exhaustion. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."," general biology. growth form. geophyte. life form. annually renewed corm. reproduction. seed. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","inferred_from_growth_form","","","geophyte","geophyte","","","","","","","woody","inferred_from_growth_form","Florabase_long"
"Romulea","Romulea rosea","Cormous, perennial, herb, to 0.25 m high. Fl. red-pink-purple-blue, Aug to Nov. White-grey sandy loam or clay, brown-red sandy loam, gravel, laterite, granite, limestone. Hills, flats, roadsides, pasture land."," cormous, perennial, herb, to 0.25 m high. ","perennial","perennial","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","Florabase_short"
"Romulea","Romulea rosea","Description: Small herb; corm globose; aerial stem absent. Leaves several, basal, 8-40 cm long, 1-2.5 mm wide, compressed, grooved, tough. Scapes 2-5, 3-12 cm long; outer bract narrow-triangular, 10-15 mm long, herbaceous; inner bract slightly shorter, herbaceous with wide scarious margins, often finely brown-striate. Perianth tube 2-4 mm long, yellow; lobes elliptic, acute, 10-18 mm long, 3-4 mm wide, pale to bright pink, rarely white; outer tepals dark-striped or greenish outside. Style 7-9 mm long; stigmas exceeded by anthers. Capsule cylindrical, c. 1 cm long, on decurved scapes that straighten at maturity."," small herb; ","","","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Romulea","Romulea rosea","Description: Corm globose, without a neck; leaves 5-10, 8-35 cm long, 1-2.5 mm wide, dumbbell-shaped in section, glabrous, shiny.Scapes 2-5, 3-10 cm long; outer bract 10-14 mm long, herbaceous; inner bract slightly shorter, herbaceous with wide scarious margins, often finely brown-striate; flower 15-25 mm long, far exceeding the spathe; perianth tube 2-4 mm long, yellow; perianth lobes lanceolate-elliptic, acute, 10-15 mm long, pale- to bright-pink, rarely white, the outer 3 greenish- and purplish-striped on the reverse; stamens 7-9 mm long, bright-yellow.Capsule cylindric, c. 1 cm long; seeds c. 1 mm diam., reddish-brown.","  ","perennial","inferred_from_genus","","","herb","inferred_from_genus","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Romulea","Romulea rosea","Corm globose, with outer layers ± smooth except split into numerous tooth-like fibres at base and apex. Stem absent. Leaves several, all basal, 8-45 cm long, 0.5-2.5 mm wide, filiform to compressed cylindrical, grooved, tough, fibrous. Scape 3-12 cm long. Basal 'outer' primary bract 10-25 mm long, herbaceous; distal 'inner' primary bract slightly shorter, herbaceous with a wide dry and membranous margin. Perianth tube 2-8 mm long, yellow or orange; lobes elliptic, 10-38 mm long, pale to bright pink or magenta, rarely white, with apex acute or subacute; inner perianth lobes with dark stripes or greenish on outer surface. Staminal filaments 4-6 mm long, glabrescent; anthers 3-10 mm long. Style 7-18 mm long; stigmas shorter to longer than stamens. Capsule cylindric, c. 1 cm long; infructescence intially decurved, becoming straight at maturity.","  ","","","","","herb","inferred_from_genus","","","","","","","herbaceous","inferred_from_growth_form","VIC_flora"
"Rorippa","Rorippa nasturtium-aquaticum","Perennial, decumbent, stoloniferous, growing in mud or shallow water; stems hollow, angular, glabrous, to 250 cm long. Leaves lyrate-pinnatisect to pinnate, mostly to 10 cm long, with 1-5 pairs of lobes; lobes broadly elliptic, the terminal lobe broadly ovate or orbicular. Sepals 2-3 mm long. Petals 3-6 mm long, white. Stamens 6. Style up to 1 mm long. Siliqua 10-18 mm long, 2-2.5 mm wide, straight or curved, ascending; valves with inconspicuous vein; pedicels spreading to reflexed, 8-12 mm long. Seeds ovoid, 1 mm long, reticulate with 25-50 depressions per face, in 2 rows, not mucous."," perennial, decumbent, stoloniferous, growing in mud or shallow water; ","perennial","perennial","","","herb","inferred_from_genus","aquatic","inferred_from_genus","","","decumbent stoloniferous","decumbent stoloniferous","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Rorippa","Rorippa nasturtium-aquaticum","General Biology. Growth form. Herb. Life form. Perennial. Reproduction. This species reproduces by seed and vegetatively via stem segments.."," general biology. growth form. herb. life form. perennial. reproduction. ","perennial","perennial","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","Florabase_long"
"Rorippa","Rorippa nasturtium-aquaticum","Decumbent, stoloniferous perennial, herb, to 0.3 m high, to 2.5 m long. Fl. white, Oct to Dec or Jan to Feb. Mud or shallow water. In winter-wet depressions & watercourses."," decumbent, stoloniferous perennial, herb, to 0.3 m high, to 2.5 m long. ","perennial","perennial","","","herb","herb","","","","","decumbent stoloniferous","decumbent stoloniferous","herbaceous","inferred_from_growth_form","Florabase_short"
"Rorippa","Rorippa nasturtium-aquaticum","Description: Perennial, semi-aquatic, stoloniferous; stems decumbent, to 250 cm long; leaves lyrate-pinnatisect to pinnate with 1-5 pairs of pinnae, mostly to 10 cm long.Sepals 2-3 mm long; petals 3-6 mm long, white; stamens 6.Siliqua linear, straight or curved, 10-18 mm long, 2-2.5 mm wide; valves with an inconspicuous vein; style to 1 mm long; pedicels spreading to reflexed, 8-12 mm long; seeds ovoid, c. 1 mm long, reticulate with 25-50 depressions per face, in 2 rows, not mucous."," perennial, semiaquatic, stoloniferous; ","perennial","perennial","","","herb","inferred_from_genus","semiaquatic","semiaquatic","","","stoloniferous","stoloniferous","herbaceous","inferred_from_growth_form","SA_flora"
"Rubus","Rubus anglocandicans","Evergreen to partially or fully deciduous sprawling woody shrubs, often forming mounds. Primocanes robust, vigorous, high arching, strongly angled and the faces of the angles furrowed or, more rarely, flat; indumentum lacking or of sparse non-glandular hairs; waxy covering lacking; prickles to 7 mm long, straight, patent of declined, mainly on the angles, (2-)3-7(-12) per 5 cm length. Petiole (3-)4-9(-10) cm long. Leaves: leaflets 3 or 5, arranged digitately, lower petiolules 1-6(-9) mm long, lateral petiolules 3-32(-44) mm long, terminal petiolule (1.5-)2-5 cm long; basal leaflet pairs not lobed; terminal leaflet 3.5-11 cm long, 2.5-7.5 cm wide, elliptic to broadly elliptic, base rounded to broadly cuneate, margin serrate to weakly biserrate, apex acuminate, lower surface grey-green, closely densely felted below sparse to moderately dense pilose hairs, lamina obscured. Floricane similar to primocane but prickles recurved and the inflorescence rachis densely pubescent with pilose hairs; leaves with 3 or 5 leaflets, basal pair rarely lobed; petiole 2-8 cm long; lower petiolule 0-3 mm long, lateral petiolule 1-14 mm long, terminal petiolule 1-3(-3.5) cm long; terminal leaflet 4.5-11 cm long, 2.5-7 cm wide. Inflorescence narrowly pyramidal to broadly cylindrical; rachis indumentum of non- glandular hairs as on primocane, but denser. Sepals unarmed, apex apiculate. Petals 13-19 mm long, (9-)10-13 mm wide, elliptic to suborbicular, initially pale pink, fading white, not touching, not crumpled, apex entire or notched. Stamens longer than styles; filaments white; anthers glabrous. Styles pale pink below to greenish-white above. Young carpels sparsely pubescent. Figure 14, also fig. 2 in Evans and Weber"," evergreen to partially or fully deciduous sprawling woody shrubs, often forming mounds. ","perennial","inferred_from_growth_form",,,"shrub","shrubs","","","","","sprawling","sprawling","woody","inferred_from_growth_form","Extra_floras"
"Rubus","Rubus anglocandicans","General Biology. Growth form. Shrub. Reproduction. Seed, stem layering, suckers. Dispersal. Birds, mammals, water, foxes. Time to first flowering. 2 years. Vegetative regeneration strategy. Resprouts, produces root suckers, stem layering. Seedbank persistence. Soil, short, days-1 year. Fire response. Can regenerate from roots following fire, cool fire will result in rapid regrowth from crown, hot fire will kill crown, but rapid regrowth will occur from root suckers. Notes. In 2004/2005 herbarium collections of blackberry were made across the state as part of a NRM project to determine the overall distribution and incidence of weedy blackberry taxa. It identified WA has several weedy Rubus species, with no native Rubus species. For further information on identification refer to Barker and Barker (2005) Blackberry: an identification tool to introduced & native Rubus in Australia [CD-ROM] or CSIRO (2005) Field guide for the identification of WA blackberry. R. anglocandicans was previously misidentified as R. discolor in Western Australia and as R. procerus in south-eastern Australia. It is the most common, widespread and dominant weedy blackberry in WA. Occurs from Perth to Albany. Forms dense, impenetrable thickets that crowd out native plants and increase fire risk. Susceptible to the rust Phragmidium violaceum. At one site near Perth it co-occurs with R. laudatus and R. ulmifoloius, indicating the ability of all three species to colonise the same habitat. Additional information. Origin. Central/eastern Europe. History of use/introduction. Garden escape. Similar exotic species. R. ulmifolius, R. laudatus. Suggested method of management and control. Spray with metsulfuron methyl 1 g/10 L + the wetting agent EndoseÂ® at 30 ml/10 L, in summer-autumn. Will require follow up for a number of years. For small infestations or in sensitive areas hand pull small plants or seedlings. For larger plants cut and paint with 20-50% glyphosate or slash canes. Spray regrowth at 50cm with metsulfuron methyl 1 g/10 L + the wetting agent EndoseÂ® at 30 ml/10 L, in summer-autumn. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."," general biology. growth form. shrub. reproduction. in 2004/2005 herbarium collections of blackberry were made across the state as part of a nrm project to determine the overall distribution and incidence of weedy blackberry taxa. it identified wa has several weedy rubus species. with no native rubus species. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","Florabase_long"
"Rubus","Rubus anglocandicans","Scrambling, rampant, sprawling shrub, to 4 m high. Fl. pink/white, Nov to Dec or Jan to Feb. Grey sand, red-brown gravelly loam, red clay loam, granite, limestone. Hillsides, along river banks and watercourses, in roadside drains."," scrambling, rampant, sprawling shrub, to 4 m high. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","sprawling","sprawling","woody","inferred_from_growth_form","Florabase_short"
"Rubus","Rubus anglocandicans","Description: High arching semi-deciduous shrub up to 2 (rarely to 4) m high forming dense thickets. Primocane stems strongly angled with faces usually furrowed, with or without sparse covering of non glandular hairs, prickles to 7 mm long, mainly on angles, rooting at apex. Floricane similar to primocane but prickles recurved and the inflorescence rachis densely pubescent with pilose hairs. Primocane leaves consisting of 3 or 5 leaflets (sometimes some joined); mature mid primocane leaflets felted below sparse to moderately densely pilose hairs (note that the lower surface of mid primocane leaflets may lack felted hairs until the time that early fruit are present), terminal leaflet usually largest, mostly 3.5-11 cm long and 2.5-7.5 cm wide, petiole 4-9 cm long. Floricane leaves consisting of 3 or 5 leaflets (sometimes some joined) often with 1 or 2 leaflet leaves amongst inflorescence, lower surface of mid floricane leaflets similar to lower surface of mid primocane leaflets, lower surface of lower floricane leaflets may lack felt-like hairs, terminal leaflet mostly 4.5-11 cm long and 2.5-7 cm wide, petiole 2-8 cm long. Inflorescence a pyramidical to cylindrical terminal panicle of flowers. Sepals without prickles. Petals 13-19 mm long, 10-13 mm wide, elliptic to suborbicular, initially pale pink, fading white, not crumpled. Stamens longer than styles. Fruit ± globose, maturing black."," high arching semi-deciduous shrub up to 2 (rarely to 4) m high forming dense thickets. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","dense","dense","woody","inferred_from_growth_form","PlantNET_flora"
"Rubus","Rubus anglocandicans","Robust scrambling semi-deciduous shrub; stems arching, to c. 4 m long, angular, faces concave or flat, glaucescent, glabrescent, brown to purplish; prickles more or less equal, straight or falcate, mainly on the angles, to c. 8 mm long. Leaves 3- or 5-foliate; leaflets obovate, elliptic or broadly elliptic, mostly 3-11 cm long, 2-7 cm wide, base rounded to cuneate or truncate, margins sharply toothed, upper surface green, glabrescent, lower surface white- or grey-tomentose and sparsely pilose; stipules linear, pilose. Flowers in long, lax, terminal, narrow-pyramidal racemes; axis and peduncles tomentose and pilose, eglandular. Sepals white- or grey-tomentose, acicular, unarmed, reflexed in fruit; petals ovate to suborbicular, pink or white; stamens much exceeding styles. Fruiting head more or less globose, c. 15 mm diam.; fruit glabrescent, black, not falling from receptacle when ripe. Flowers summer."," robust scrambling semi-deciduous shrub; ","perennial","inferred_from_genus","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","VIC_flora"
"Rubus","Rubus laciniatus","Evergreen to partially or fully deciduous sprawling woody shrubs, often forming mounds. Primocanes arching, sharply angled, the faces of the angles furrowed or not; indumentum of sparse non glandular hairs or these lacking with age; waxy covering usually lacking; prickles to 7mm long, straight or curved, declined, mainly confined to the angles, 9-17 per 5 cm length. Petiole 5-9.5(-11) cm long. Leaves: because of the variable dissection of the leaves it is not always easy to distinguish the leaflets, their arrangement or their measurements; leaflets 3 or 5, arranged digitately, occasionally in the undivided form subpedate (Evans 1), lower petiolule (0.5-)3-12mm long, lateral petiolule (1-)5-35mm long, terminal petiolule (1.5-)2-4.5 cm long; basal leaflet pair often difficult to distinguish because of deep dissection of the leaflets; terminal leaflet 4.5-7 cm long, (3-)4-9.5 cm wide, broadly ovate, base rounded, although individual segments may have an unequal subcuneate base, margin coarsely serrate to deeply biserrate to deeply laciniate, apex acuminate, lower surface green, sparsely felted below abundant pilose hairs, lamina usually visible. Floricane similar to primocane; leaves with 3, rarely 5, entire or deeply cut leaflets, becoming simple below inflorescence; petiole 4-9 cm long; lower petiolule 0-6mm long, lateral petiolule 2-25mm long, terminal petiolule 1.5-4 cm long; terminal leaflet 4.5-9 cm long, 3-7(-8) cm wide. Inflorescence pyramidal; rachis indumentum of non-glandular hairs as on primocane, but dense. Sepals armed, the prickles mixed with dense non-glandular hairs, apex often laciniate and leaf-like and extending to 1.5 cm long. Petals 6-15mm long, 5-9mm wide, elliptic, pink, not touching, not crumpled, apex 1-3 notched or toothed. Stamens similar in length to styles; filaments pale pink to white; anthers glabrous. Styles green. Young carpels glabrous or sparsely pubescent."," evergreen to partially or fully deciduous sprawling woody shrubs, often forming mounds. ","perennial","inferred_from_growth_form",,,"shrub","shrubs","","","","","sprawling","sprawling","woody","inferred_from_growth_form","Extra_floras"
"Rubus","Rubus laciniatus","Description: Arching semi-deciduous shrub to 2 high. Primocane stems strongly angled with faces usually furrowed, with or without sparse covering of non glandular hairs, prickles to 7 mm long, mainly on angles, rooting at apex. Floricane similar to primocane and the inflorescence rachis densely covered with non-glandular hairs. Primocane leaves consisting of 3 or 5 leaflets, usually deeply dissected so that leaflets often not easy to distinguish, arranged digitately, (in Victoria forms with entire leaflets are known but these are not known from NSW); mature mid primocane leaves sparely felted below abundant pilose hairs, terminal leaflet usually largest, mostly 4.5-7 cm long and 4-9.5 cm wide, petiole 5-9.5 cm long. Floricane leaves consisting of 3 or 5 leaflets to simple below inflorescence, deeply dissected in NSW, lower surface of middle leaflets similar to mid primocane leaves, others may be largely lack felt-like hairs, terminal leaflet mostly 4.5-9 cm long and 3-7 cm wide, petiole 4-9 cm long. Inflorescence a pyramidical terminal panicle of flowers. Sepals with prickles and dense non-glandular hairs. Petals 6-15 mm long, 5-9 mm wide, elliptic, pink, not crumpled. Stamens similar in length to styles. Fruit ± globose, initially green, ripening red, maturing black"," arching semi-deciduous shrub to 2 high. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","PlantNET_flora"
"Rubus","Rubus laciniatus","Description: Stems glabrous or thinly pilose, eglandular, not tomentose, angular in section, strongly armed with hooked prickles; leaves 5-partite, upper surface more or less glabrous, lower surface thinly pilose and tomentose; leaflets deeply cut into broad mucronate teeth or into narrow-deltoid toothed lobes which sometimes reach the midrib.Inflorescence a somewhat cylindrical weakly developed panicle; sepals to 15 mm, deeply laciniate, subfoliate at the apex, densely pilose and tomentose, armed with prickles; petals white or pink often somewhat irregular; filaments often pinkish below; carpels glabrous.Fruit black.","  ","annual","inferred_from_family","","","herb","inferred_from_genus_life_history","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Rubus","Rubus laciniatus","Erect or sprawling, semi-deciduous, much-branched shrub; stems angular, glabrous or sparsely pilose, bearing many falcate prickles to c. 6 mm long. Leaves mostly 5-foliolate, occasionally 3-foliolate; leaflets lanceolate to ovate or elliptic, mostly 2-6 cm long, 1-4 cm wide, base cuneate to decurrent, margins toothed or deeply and irregularly cut into narrow lobes, upper surface green, glabrescent, lower surface green, sparsely pilose or tomentose; stipules entire or deeply lobed. Flowers in terminal leafy panicles. Sepals pilose and tomentose, laciniate, armed with prickles; petals more or less elliptic, often trifid at apex, white or pink. Fruiting head obloid to globose, to c. 10 mm diam.; fruit black, remaining on receptacle when ripe. Flowers Nov.-Feb."," erect or sprawling, semi-deciduous, muchbranched shrub; ","perennial","inferred_from_genus","","","shrub","shrub","","","","","erect sprawling","erect sprawling","woody","inferred_from_growth_form","VIC_flora"
"Rubus","Rubus parvifolius","Description: Scrambling shrub with stems to c. 1 m long; young stems finely pubescent to tomentose, ± glabrescent with age. Leaves pinnate with mostly 3, sometimes 5 leaflets; leaflets ± ovate to ± rhombic, 1-4 cm long, 0.8-3.5 cm wide, margins toothed, upper surface ± glabrous and wrinkled, lower surface white-tomentose; petiole 1-2.5 cm long; lateral leaflets sessile, terminal petiolule 10-15 mm long. Flowers in short terminal panicles or solitary in upper axils. Petals red or pink, shorter than the sepals. Fruit almost globose, c. 10 mm diam., red."," scrambling shrub with stems to circa 1 m long; ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","","","woody","inferred_from_growth_form","PlantNET_flora"
